Season,Round,Date,Home Team,Away Team,Home Score,Away Score,Total Goals,Result
LaLiga 2021/2022,10,26/10/2022,Getafe,Celta Vigo,0,3,3,Away Win
LaLiga 2021/2022,10,25/10/2022,Atl. Madrid,Real Sociedad,2,2,4,Draw
LaLiga 2021/2022,10,25/10/2022,Betis,Rayo Vallecano,3,2,5,Home Win
LaLiga 2021/2022,10,24/10/2022,Barcelona,Real Madrid,1,2,3,Away Win
LaLiga 2021/2022,10,24/10/2022,Sevilla,Levante,5,3,8,Home Win
LaLiga 2021/2022,10,24/10/2022,Ath Bilbao,Villarreal,2,1,3,Home Win
LaLiga 2021/2022,10,24/10/2022,Elche,Espanyol,2,2,4,Draw
LaLiga 2021/2022,10,23/10/2022,Cadiz CF,Alaves,0,2,2,Away Win
LaLiga 2021/2022,10,23/10/2022,Valencia,Mallorca,2,2,4,Draw
LaLiga 2021/2022,10,23/10/2022,Osasuna,Granada CF,1,1,2,Draw
LaLiga 2021/2022,9,19/10/2022,Espanyol,Cadiz CF,2,0,2,Home Win
LaLiga 2021/2022,9,19/10/2022,Alaves,Betis,0,1,1,Away Win
LaLiga 2021/2022,9,18/10/2022,Barcelona,Valencia,3,1,4,Home Win
LaLiga 2021/2022,9,18/10/2022,Villarreal,Osasuna,1,2,3,Away Win
LaLiga 2021/2022,9,17/10/2022,Celta Vigo,Sevilla,0,1,1,Away Win
LaLiga 2021/2022,9,17/10/2022,Rayo Vallecano,Elche,2,1,3,Home Win
LaLiga 2021/2022,9,17/10/2022,Real Sociedad,Mallorca,1,0,1,Home Win
LaLiga 2021/2022,9,17/10/2022,Levante,Getafe,0,0,0,Draw
LaLiga 2021/2022,8,04/10/2022,Granada CF,Sevilla,1,0,1,Home Win
LaLiga 2021/2022,8,04/10/2022,Getafe,Real Sociedad,1,1,2,Draw
LaLiga 2021/2022,8,04/10/2022,Villarreal,Betis,2,0,2,Home Win
LaLiga 2021/2022,8,03/10/2022,Espanyol,Real Madrid,2,1,3,Home Win
LaLiga 2021/2022,8,03/10/2022,Elche,Celta Vigo,1,0,1,Home Win
LaLiga 2021/2022,8,03/10/2022,Atl. Madrid,Barcelona,2,0,2,Home Win
LaLiga 2021/2022,8,03/10/2022,Cadiz CF,Valencia,0,0,0,Draw
LaLiga 2021/2022,8,02/10/2022,Mallorca,Levante,1,0,1,Home Win
LaLiga 2021/2022,8,02/10/2022,Osasuna,Rayo Vallecano,1,0,1,Home Win
LaLiga 2021/2022,8,02/10/2022,Ath Bilbao,Alaves,1,0,1,Home Win
LaLiga 2021/2022,7,28/09/2022,Celta Vigo,Granada CF,1,0,1,Home Win
LaLiga 2021/2022,7,27/09/2022,Betis,Getafe,2,0,2,Home Win
LaLiga 2021/2022,7,27/09/2022,Rayo Vallecano,Cadiz CF,3,1,4,Home Win
LaLiga 2021/2022,7,27/09/2022,Real Sociedad,Elche,1,0,1,Home Win
LaLiga 2021/2022,7,26/09/2022,Barcelona,Levante,3,0,3,Home Win
LaLiga 2021/2022,7,26/09/2022,Mallorca,Osasuna,2,3,5,Away Win
LaLiga 2021/2022,7,26/09/2022,Real Madrid,Villarreal,0,0,0,Draw
LaLiga 2021/2022,7,26/09/2022,Sevilla,Espanyol,2,0,2,Home Win
LaLiga 2021/2022,7,25/09/2022,Valencia,Ath Bilbao,1,1,2,Draw
LaLiga 2021/2022,7,25/09/2022,Alaves,Atl. Madrid,1,0,1,Home Win
LaLiga 2021/2022,6,24/09/2022,Cadiz CF,Barcelona,0,0,0,Draw
LaLiga 2021/2022,6,24/09/2022,Granada CF,Real Sociedad,2,3,5,Away Win
LaLiga 2021/2022,6,24/09/2022,Osasuna,Betis,1,3,4,Away Win
LaLiga 2021/2022,6,23/09/2022,Real Madrid,Mallorca,6,1,7,Home Win
LaLiga 2021/2022,6,23/09/2022,Villarreal,Elche,4,1,5,Home Win
LaLiga 2021/2022,6,23/09/2022,Espanyol,Alaves,1,0,1,Home Win
LaLiga 2021/2022,6,23/09/2022,Sevilla,Valencia,3,1,4,Home Win
LaLiga 2021/2022,6,22/09/2022,Ath Bilbao,Rayo Vallecano,1,2,3,Away Win
LaLiga 2021/2022,6,22/09/2022,Levante,Celta Vigo,0,2,2,Away Win
LaLiga 2021/2022,6,22/09/2022,Getafe,Atl. Madrid,1,2,3,Away Win
LaLiga 2021/2022,5,21/09/2022,Barcelona,Granada CF,1,1,2,Draw
LaLiga 2021/2022,5,20/09/2022,Valencia,Real Madrid,1,2,3,Away Win
LaLiga 2021/2022,5,20/09/2022,Betis,Espanyol,2,2,4,Draw
LaLiga 2021/2022,5,19/09/2022,Real Sociedad,Sevilla,0,0,0,Draw
LaLiga 2021/2022,5,19/09/2022,Mallorca,Villarreal,0,0,0,Draw
LaLiga 2021/2022,5,19/09/2022,Alaves,Osasuna,0,2,2,Away Win
LaLiga 2021/2022,5,19/09/2022,Elche,Levante,1,1,2,Draw
LaLiga 2021/2022,5,18/09/2022,Atl. Madrid,Ath Bilbao,0,0,0,Draw
LaLiga 2021/2022,5,18/09/2022,Rayo Vallecano,Getafe,3,0,3,Home Win
LaLiga 2021/2022,5,18/09/2022,Celta Vigo,Cadiz CF,1,2,3,Away Win
LaLiga 2021/2022,4,14/09/2022,Granada CF,Betis,1,2,3,Away Win
LaLiga 2021/2022,4,14/09/2022,Getafe,Elche,0,1,1,Away Win
LaLiga 2021/2022,4,13/09/2022,Real Madrid,Celta Vigo,5,2,7,Home Win
LaLiga 2021/2022,4,13/09/2022,Cadiz CF,Real Sociedad,0,2,2,Away Win
LaLiga 2021/2022,4,12/09/2022,Osasuna,Valencia,1,4,5,Away Win
LaLiga 2021/2022,4,12/09/2022,Espanyol,Atl. Madrid,1,2,3,Away Win
LaLiga 2021/2022,4,12/09/2022,Ath Bilbao,Mallorca,2,0,2,Home Win
LaLiga 2021/2022,4,12/09/2022,Levante,Rayo Vallecano,1,1,2,Draw
LaLiga 2021/2022,3,30/08/2022,Atl. Madrid,Villarreal,2,2,4,Draw
LaLiga 2021/2022,3,30/08/2022,Cadiz CF,Osasuna,2,3,5,Away Win
LaLiga 2021/2022,3,30/08/2022,Rayo Vallecano,Granada CF,4,0,4,Home Win
LaLiga 2021/2022,3,29/08/2022,Barcelona,Getafe,2,1,3,Home Win
LaLiga 2021/2022,3,29/08/2022,Betis,Real Madrid,0,1,1,Away Win
LaLiga 2021/2022,3,29/08/2022,Elche,Sevilla,1,1,2,Draw
LaLiga 2021/2022,3,29/08/2022,Real Sociedad,Levante,1,0,1,Home Win
LaLiga 2021/2022,3,28/08/2022,Celta Vigo,Ath Bilbao,0,1,1,Away Win
LaLiga 2021/2022,3,28/08/2022,Valencia,Alaves,3,0,3,Home Win
LaLiga 2021/2022,3,28/08/2022,Mallorca,Espanyol,1,0,1,Home Win
LaLiga 2021/2022,2,24/08/2022,Osasuna,Celta Vigo,0,0,0,Draw
LaLiga 2021/2022,2,24/08/2022,Getafe,Sevilla,0,1,1,Away Win
LaLiga 2021/2022,2,23/08/2022,Levante,Real Madrid,3,3,6,Draw
LaLiga 2021/2022,2,23/08/2022,Atl. Madrid,Elche,1,0,1,Home Win
LaLiga 2021/2022,2,22/08/2022,Real Sociedad,Rayo Vallecano,1,0,1,Home Win
LaLiga 2021/2022,2,22/08/2022,Ath Bilbao,Barcelona,1,1,2,Draw
LaLiga 2021/2022,2,22/08/2022,Espanyol,Villarreal,0,0,0,Draw
LaLiga 2021/2022,2,22/08/2022,Granada CF,Valencia,1,1,2,Draw
LaLiga 2021/2022,2,21/08/2022,Alaves,Mallorca,0,1,1,Away Win
LaLiga 2021/2022,2,21/08/2022,Betis,Cadiz CF,1,1,2,Draw
LaLiga 2021/2022,1,17/08/2022,Elche,Ath Bilbao,0,0,0,Draw
LaLiga 2021/2022,1,17/08/2022,Villarreal,Granada CF,0,0,0,Draw
LaLiga 2021/2022,1,16/08/2022,Sevilla,Rayo Vallecano,3,0,3,Home Win
LaLiga 2021/2022,1,16/08/2022,Barcelona,Real Sociedad,4,2,6,Home Win
LaLiga 2021/2022,1,15/08/2022,Celta Vigo,Atl. Madrid,1,2,3,Away Win
LaLiga 2021/2022,1,15/08/2022,Alaves,Real Madrid,1,4,5,Away Win
LaLiga 2021/2022,1,15/08/2022,Osasuna,Espanyol,0,0,0,Draw
LaLiga 2021/2022,1,15/08/2022,Cadiz CF,Levante,1,1,2,Draw
LaLiga 2021/2022,1,15/08/2022,Mallorca,Betis,1,1,2,Draw
LaLiga 2021/2022,1,14/08/2022,Valencia,Getafe,1,0,1,Home Win
LaLiga 2020/2021,38,24/05/2020,Sevilla,Alaves,1,0,1,Home Win
LaLiga 2020/2021,38,24/05/2020,Granada CF,Getafe,0,0,0,Draw
LaLiga 2020/2021,38,23/05/2020,Celta Vigo,Betis,2,3,5,Away Win
LaLiga 2020/2021,38,23/05/2020,Eibar,Barcelona,0,1,1,Away Win
LaLiga 2020/2021,38,23/05/2020,Elche,Ath Bilbao,2,0,2,Home Win
LaLiga 2020/2021,38,23/05/2020,Huesca,Valencia,0,0,0,Draw
LaLiga 2020/2021,38,23/05/2020,Osasuna,Real Sociedad,0,1,1,Away Win
LaLiga 2020/2021,38,23/05/2020,Real Madrid,Villarreal,2,1,3,Home Win
LaLiga 2020/2021,38,23/05/2020,Valladolid,Atl. Madrid,1,2,3,Away Win
LaLiga 2020/2021,38,22/05/2020,Levante,Cadiz CF,2,2,4,Draw
LaLiga 2020/2021,37,17/05/2020,Alaves,Granada CF,4,2,6,Home Win
LaLiga 2020/2021,37,17/05/2020,Ath Bilbao,Real Madrid,0,1,1,Away Win
LaLiga 2020/2021,37,17/05/2020,Atl. Madrid,Osasuna,2,1,3,Home Win
LaLiga 2020/2021,37,17/05/2020,Barcelona,Celta Vigo,1,2,3,Away Win
LaLiga 2020/2021,37,17/05/2020,Betis,Huesca,1,0,1,Home Win
LaLiga 2020/2021,37,17/05/2020,Cadiz CF,Elche,1,3,4,Away Win
LaLiga 2020/2021,37,17/05/2020,Getafe,Levante,2,1,3,Home Win
LaLiga 2020/2021,37,17/05/2020,Real Sociedad,Valladolid,4,1,5,Home Win
LaLiga 2020/2021,37,17/05/2020,Valencia,Eibar,4,1,5,Home Win
LaLiga 2020/2021,37,17/05/2020,Villarreal,Sevilla,4,0,4,Home Win
LaLiga 2020/2021,36,14/05/2020,Granada CF,Real Madrid,1,4,5,Away Win
LaLiga 2020/2021,36,14/05/2020,Eibar,Betis,1,1,2,Draw
LaLiga 2020/2021,36,14/05/2020,Valladolid,Villarreal,0,2,2,Away Win
LaLiga 2020/2021,36,13/05/2020,Atl. Madrid,Real Sociedad,2,1,3,Home Win
LaLiga 2020/2021,36,13/05/2020,Celta Vigo,Getafe,1,0,1,Home Win
LaLiga 2020/2021,36,13/05/2020,Huesca,Ath Bilbao,1,0,1,Home Win
LaLiga 2020/2021,36,13/05/2020,Sevilla,Valencia,1,0,1,Home Win
LaLiga 2020/2021,36,12/05/2020,Levante,Barcelona,3,3,6,Draw
LaLiga 2020/2021,36,12/05/2020,Elche,Alaves,0,2,2,Away Win
LaLiga 2020/2021,36,12/05/2020,Osasuna,Cadiz CF,3,2,5,Home Win
LaLiga 2020/2021,35,11/05/2020,Betis,Granada CF,2,1,3,Home Win
LaLiga 2020/2021,35,10/05/2020,Real Madrid,Sevilla,2,2,4,Draw
LaLiga 2020/2021,35,10/05/2020,Villarreal,Celta Vigo,2,4,6,Away Win
LaLiga 2020/2021,35,09/05/2020,Valencia,Valladolid,3,0,3,Home Win
LaLiga 2020/2021,35,09/05/2020,Getafe,Eibar,0,1,1,Away Win
LaLiga 2020/2021,35,09/05/2020,Ath Bilbao,Osasuna,2,2,4,Draw
LaLiga 2020/2021,35,09/05/2020,Cadiz CF,Huesca,2,1,3,Home Win
LaLiga 2020/2021,35,08/05/2020,Barcelona,Atl. Madrid,0,0,0,Draw
LaLiga 2020/2021,35,08/05/2020,Alaves,Levante,2,2,4,Draw
LaLiga 2020/2021,35,08/05/2020,Real Sociedad,Elche,2,0,2,Home Win
LaLiga 2020/2021,34,04/05/2020,Sevilla,Ath Bilbao,0,1,1,Away Win
LaLiga 2020/2021,34,03/05/2020,Valencia,Barcelona,2,3,5,Away Win
LaLiga 2020/2021,34,03/05/2020,Granada CF,Cadiz CF,0,1,1,Away Win
LaLiga 2020/2021,34,02/05/2020,Villarreal,Getafe,1,0,1,Home Win
LaLiga 2020/2021,34,02/05/2020,Valladolid,Betis,1,1,2,Draw
LaLiga 2020/2021,34,02/05/2020,Real Madrid,Osasuna,2,0,2,Home Win
LaLiga 2020/2021,34,02/05/2020,Huesca,Real Sociedad,1,0,1,Home Win
LaLiga 2020/2021,34,01/05/2020,Elche,Atl. Madrid,0,1,1,Away Win
LaLiga 2020/2021,34,01/05/2020,Eibar,Alaves,3,0,3,Home Win
LaLiga 2020/2021,34,01/05/2020,Celta Vigo,Levante,2,0,2,Home Win
LaLiga 2020/2021,33,30/04/2020,Barcelona,Granada CF,1,2,3,Away Win
LaLiga 2020/2021,33,29/04/2020,Ath Bilbao,Valladolid,2,2,4,Draw
LaLiga 2020/2021,32,27/04/2020,Eibar,Real Sociedad,0,1,1,Away Win
LaLiga 2020/2021,32,26/04/2020,Ath Bilbao,Atl. Madrid,2,1,3,Home Win
LaLiga 2020/2021,32,26/04/2020,Celta Vigo,Osasuna,2,1,3,Home Win
LaLiga 2020/2021,32,26/04/2020,Sevilla,Granada CF,2,1,3,Home Win
LaLiga 2020/2021,32,25/04/2020,Villarreal,Barcelona,1,2,3,Away Win
LaLiga 2020/2021,32,25/04/2020,Huesca,Getafe,0,2,2,Away Win
LaLiga 2020/2021,32,25/04/2020,Real Madrid,Betis,0,0,0,Draw
LaLiga 2020/2021,32,25/04/2020,Valencia,Alaves,1,1,2,Draw
LaLiga 2020/2021,32,24/04/2020,Valladolid,Cadiz CF,1,1,2,Draw
LaLiga 2020/2021,32,24/04/2020,Elche,Levante,1,0,1,Home Win
LaLiga 2020/2021,31,23/04/2020,Barcelona,Getafe,5,2,7,Home Win
LaLiga 2020/2021,31,23/04/2020,Granada CF,Eibar,4,1,5,Home Win
LaLiga 2020/2021,31,23/04/2020,Real Sociedad,Celta Vigo,2,1,3,Home Win
LaLiga 2020/2021,31,23/04/2020,Atl. Madrid,Huesca,2,0,2,Home Win
LaLiga 2020/2021,31,22/04/2020,Cadiz CF,Real Madrid,0,3,3,Away Win
LaLiga 2020/2021,31,22/04/2020,Alaves,Villarreal,2,1,3,Home Win
LaLiga 2020/2021,31,22/04/2020,Elche,Valladolid,1,1,2,Draw
LaLiga 2020/2021,31,22/04/2020,Betis,Ath Bilbao,0,0,0,Draw
LaLiga 2020/2021,31,22/04/2020,Levante,Sevilla,0,1,1,Away Win
LaLiga 2020/2021,31,22/04/2020,Osasuna,Valencia,3,1,4,Home Win
LaLiga 2020/2021,33,19/04/2020,Getafe,Real Madrid,0,0,0,Draw
LaLiga 2020/2021,33,19/04/2020,Levante,Villarreal,1,5,6,Away Win
LaLiga 2020/2021,33,19/04/2020,Betis,Valencia,2,2,4,Draw
LaLiga 2020/2021,33,19/04/2020,Cadiz CF,Celta Vigo,0,0,0,Draw
LaLiga 2020/2021,33,18/04/2020,Alaves,Huesca,1,0,1,Home Win
LaLiga 2020/2021,33,18/04/2020,Atl. Madrid,Eibar,5,0,5,Home Win
LaLiga 2020/2021,33,18/04/2020,Osasuna,Elche,2,0,2,Home Win
LaLiga 2020/2021,33,18/04/2020,Real Sociedad,Sevilla,1,2,3,Away Win
LaLiga 2020/2021,30,13/04/2020,Celta Vigo,Sevilla,3,4,7,Away Win
LaLiga 2020/2021,30,12/04/2020,Betis,Atl. Madrid,1,1,2,Draw
LaLiga 2020/2021,30,12/04/2020,Valladolid,Granada CF,1,2,3,Away Win
LaLiga 2020/2021,30,11/04/2020,Valencia,Real Sociedad,2,2,4,Draw
LaLiga 2020/2021,30,11/04/2020,Villarreal,Osasuna,1,2,3,Away Win
LaLiga 2020/2021,30,11/04/2020,Real Madrid,Barcelona,2,1,3,Home Win
LaLiga 2020/2021,30,11/04/2020,Eibar,Levante,0,1,1,Away Win
LaLiga 2020/2021,30,10/04/2020,Ath Bilbao,Alaves,0,0,0,Draw
LaLiga 2020/2021,30,10/04/2020,Getafe,Cadiz CF,0,1,1,Away Win
LaLiga 2020/2021,30,10/04/2020,Huesca,Elche,3,1,4,Home Win
LaLiga 2020/2021,29,08/04/2020,Real Sociedad,Ath Bilbao,1,1,2,Draw
LaLiga 2020/2021,29,06/04/2020,Barcelona,Valladolid,1,0,1,Home Win
LaLiga 2020/2021,29,05/04/2020,Sevilla,Atl. Madrid,1,0,1,Home Win
LaLiga 2020/2021,29,05/04/2020,Cadiz CF,Valencia,2,1,3,Home Win
LaLiga 2020/2021,29,04/04/2020,Elche,Betis,1,1,2,Draw
LaLiga 2020/2021,29,04/04/2020,Alaves,Celta Vigo,1,3,4,Away Win
LaLiga 2020/2021,29,04/04/2020,Osasuna,Getafe,0,0,0,Draw
LaLiga 2020/2021,29,03/04/2020,Real Madrid,Eibar,2,0,2,Home Win
LaLiga 2020/2021,29,03/04/2020,Granada CF,Villarreal,0,3,3,Away Win
LaLiga 2020/2021,29,03/04/2020,Levante,Huesca,0,2,2,Away Win
LaLiga 2020/2021,28,22/03/2020,Real Sociedad,Barcelona,1,6,7,Away Win
LaLiga 2020/2021,28,22/03/2020,Atl. Madrid,Alaves,1,0,1,Home Win
LaLiga 2020/2021,28,21/03/2020,Valencia,Granada CF,2,1,3,Home Win
LaLiga 2020/2021,28,21/03/2020,Villarreal,Cadiz CF,2,1,3,Home Win
LaLiga 2020/2021,28,21/03/2020,Getafe,Elche,1,1,2,Draw
LaLiga 2020/2021,28,21/03/2020,Valladolid,Sevilla,1,1,2,Draw
LaLiga 2020/2021,28,21/03/2020,Huesca,Osasuna,0,0,0,Draw
LaLiga 2020/2021,28,20/03/2020,Celta Vigo,Real Madrid,1,3,4,Away Win
LaLiga 2020/2021,28,20/03/2020,Ath Bilbao,Eibar,1,1,2,Draw
LaLiga 2020/2021,28,20/03/2020,Betis,Levante,2,0,2,Home Win
LaLiga 2020/2021,2,18/03/2020,Sevilla,Elche,2,0,2,Home Win
LaLiga 2020/2021,27,16/03/2020,Barcelona,Huesca,4,1,5,Home Win
LaLiga 2020/2021,27,15/03/2020,Sevilla,Betis,1,0,1,Home Win
LaLiga 2020/2021,27,15/03/2020,Eibar,Villarreal,1,3,4,Away Win
LaLiga 2020/2021,27,14/03/2020,Granada CF,Real Sociedad,1,0,1,Home Win
LaLiga 2020/2021,27,14/03/2020,Celta Vigo,Ath Bilbao,0,0,0,Draw
LaLiga 2020/2021,27,14/03/2020,Getafe,Atl. Madrid,0,0,0,Draw
LaLiga 2020/2021,27,14/03/2020,Osasuna,Valladolid,0,0,0,Draw
LaLiga 2020/2021,27,13/03/2020,Real Madrid,Elche,2,1,3,Home Win
LaLiga 2020/2021,27,13/03/2020,Alaves,Cadiz CF,1,1,2,Draw
LaLiga 2020/2021,27,13/03/2020,Levante,Valencia,1,0,1,Home Win
LaLiga 2020/2021,18,11/03/2020,Atl. Madrid,Ath Bilbao,2,1,3,Home Win
LaLiga 2020/2021,26,09/03/2020,Betis,Alaves,3,2,5,Home Win
LaLiga 2020/2021,26,08/03/2020,Ath Bilbao,Granada CF,2,1,3,Home Win
LaLiga 2020/2021,26,08/03/2020,Real Sociedad,Levante,1,0,1,Home Win
LaLiga 2020/2021,26,07/03/2020,Atl. Madrid,Real Madrid,1,1,2,Draw
LaLiga 2020/2021,26,07/03/2020,Huesca,Celta Vigo,3,4,7,Away Win
LaLiga 2020/2021,26,07/03/2020,Osasuna,Barcelona,0,2,2,Away Win
LaLiga 2020/2021,26,07/03/2020,Cadiz CF,Eibar,1,0,1,Home Win
LaLiga 2020/2021,26,06/03/2020,Elche,Sevilla,2,1,3,Home Win
LaLiga 2020/2021,26,06/03/2020,Valladolid,Getafe,2,1,3,Home Win
LaLiga 2020/2021,26,06/03/2020,Valencia,Villarreal,2,1,3,Home Win
LaLiga 2020/2021,25,02/03/2020,Real Madrid,Real Sociedad,1,1,2,Draw
LaLiga 2020/2021,25,01/03/2020,Villarreal,Atl. Madrid,0,2,2,Away Win
LaLiga 2020/2021,25,01/03/2020,Granada CF,Elche,2,1,3,Home Win
LaLiga 2020/2021,25,28/02/2020,Cadiz CF,Betis,0,1,1,Away Win
LaLiga 2020/2021,25,28/02/2020,Celta Vigo,Valladolid,1,1,2,Draw
LaLiga 2020/2021,25,28/02/2020,Getafe,Valencia,3,0,3,Home Win
LaLiga 2020/2021,25,28/02/2020,Alaves,Osasuna,0,1,1,Away Win
LaLiga 2020/2021,25,27/02/2020,Sevilla,Barcelona,0,2,2,Away Win
LaLiga 2020/2021,25,27/02/2020,Eibar,Huesca,1,1,2,Draw
LaLiga 2020/2021,25,27/02/2020,Levante,Ath Bilbao,1,1,2,Draw
LaLiga 2020/2021,1,25/02/2020,Barcelona,Elche,3,0,3,Home Win
LaLiga 2020/2021,24,23/02/2020,Osasuna,Sevilla,0,2,2,Away Win
LaLiga 2020/2021,24,22/02/2020,Ath Bilbao,Villarreal,1,1,2,Draw
LaLiga 2020/2021,24,22/02/2020,Huesca,Granada CF,3,2,5,Home Win
LaLiga 2020/2021,24,21/02/2020,Real Sociedad,Alaves,4,0,4,Home Win
LaLiga 2020/2021,24,21/02/2020,Barcelona,Cadiz CF,1,1,2,Draw
LaLiga 2020/2021,24,21/02/2020,Valladolid,Real Madrid,0,1,1,Away Win
LaLiga 2020/2021,24,21/02/2020,Valencia,Celta Vigo,2,0,2,Home Win
LaLiga 2020/2021,24,20/02/2020,Atl. Madrid,Levante,0,2,2,Away Win
LaLiga 2020/2021,24,20/02/2020,Elche,Eibar,1,0,1,Home Win
LaLiga 2020/2021,24,20/02/2020,Betis,Getafe,1,0,1,Home Win
LaLiga 2020/2021,2,18/02/2020,Levante,Atl. Madrid,1,1,2,Draw
LaLiga 2020/2021,23,16/02/2020,Cadiz CF,Ath Bilbao,0,4,4,Away Win
LaLiga 2020/2021,23,15/02/2020,Villarreal,Betis,1,2,3,Away Win
LaLiga 2020/2021,23,15/02/2020,Levante,Osasuna,0,1,1,Away Win
LaLiga 2020/2021,23,14/02/2020,Real Madrid,Valencia,2,0,2,Home Win
LaLiga 2020/2021,23,14/02/2020,Getafe,Real Sociedad,0,1,1,Away Win
LaLiga 2020/2021,23,14/02/2020,Barcelona,Alaves,5,1,6,Home Win
LaLiga 2020/2021,23,14/02/2020,Eibar,Valladolid,1,1,2,Draw
LaLiga 2020/2021,23,13/02/2020,Sevilla,Huesca,1,0,1,Home Win
LaLiga 2020/2021,23,13/02/2020,Granada CF,Atl. Madrid,1,2,3,Away Win
LaLiga 2020/2021,23,13/02/2020,Celta Vigo,Elche,3,1,4,Home Win
LaLiga 2020/2021,1,10/02/2020,Real Madrid,Getafe,2,0,2,Home Win
LaLiga 2020/2021,22,09/02/2020,Atl. Madrid,Celta Vigo,2,2,4,Draw
LaLiga 2020/2021,22,08/02/2020,Betis,Barcelona,2,3,5,Away Win
LaLiga 2020/2021,22,08/02/2020,Osasuna,Eibar,2,1,3,Home Win
LaLiga 2020/2021,22,07/02/2020,Ath Bilbao,Valencia,1,1,2,Draw
LaLiga 2020/2021,22,07/02/2020,Real Sociedad,Cadiz CF,4,1,5,Home Win
LaLiga 2020/2021,22,07/02/2020,Sevilla,Getafe,3,0,3,Home Win
LaLiga 2020/2021,22,07/02/2020,Elche,Villarreal,2,2,4,Draw
LaLiga 2020/2021,22,06/02/2020,Huesca,Real Madrid,1,2,3,Away Win
LaLiga 2020/2021,22,06/02/2020,Levante,Granada CF,2,2,4,Draw
LaLiga 2020/2021,22,06/02/2020,Alaves,Valladolid,1,0,1,Home Win
LaLiga 2020/2021,21,02/02/2020,Betis,Osasuna,1,0,1,Home Win
LaLiga 2020/2021,21,01/02/2020,Barcelona,Ath Bilbao,2,1,3,Home Win
LaLiga 2020/2021,21,01/02/2020,Granada CF,Celta Vigo,0,0,0,Draw
LaLiga 2020/2021,21,31/01/2020,Cadiz CF,Atl. Madrid,2,4,6,Away Win
LaLiga 2020/2021,21,31/01/2020,Getafe,Alaves,0,0,0,Draw
LaLiga 2020/2021,21,31/01/2020,Villarreal,Real Sociedad,1,1,2,Draw
LaLiga 2020/2021,21,31/01/2020,Valencia,Elche,1,0,1,Home Win
LaLiga 2020/2021,21,30/01/2020,Real Madrid,Levante,1,2,3,Away Win
LaLiga 2020/2021,21,30/01/2020,Eibar,Sevilla,0,2,2,Away Win
LaLiga 2020/2021,21,30/01/2020,Valladolid,Huesca,1,3,4,Away Win
LaLiga 2020/2021,20,26/01/2020,Ath Bilbao,Getafe,5,1,6,Home Win
LaLiga 2020/2021,20,25/01/2020,Atl. Madrid,Valencia,3,1,4,Home Win
LaLiga 2020/2021,20,25/01/2020,Celta Vigo,Eibar,1,1,2,Draw
LaLiga 2020/2021,20,24/01/2020,Elche,Barcelona,0,2,2,Away Win
LaLiga 2020/2021,20,24/01/2020,Osasuna,Granada CF,3,1,4,Home Win
LaLiga 2020/2021,20,24/01/2020,Alaves,Real Madrid,1,4,5,Away Win
LaLiga 2020/2021,20,24/01/2020,Real Sociedad,Betis,2,2,4,Draw
LaLiga 2020/2021,20,23/01/2020,Sevilla,Cadiz CF,3,0,3,Home Win
LaLiga 2020/2021,20,23/01/2020,Huesca,Villarreal,0,0,0,Draw
LaLiga 2020/2021,20,23/01/2020,Levante,Valladolid,2,2,4,Draw
LaLiga 2020/2021,19,22/01/2020,Eibar,Atl. Madrid,1,2,3,Away Win
LaLiga 2020/2021,19,22/01/2020,Valencia,Osasuna,1,1,2,Draw
LaLiga 2020/2021,19,21/01/2020,Villarreal,Granada CF,2,2,4,Draw
LaLiga 2020/2021,19,21/01/2020,Betis,Celta Vigo,2,1,3,Home Win
LaLiga 2020/2021,19,21/01/2020,Getafe,Huesca,1,0,1,Home Win
LaLiga 2020/2021,19,20/01/2020,Alaves,Sevilla,1,2,3,Away Win
LaLiga 2020/2021,19,20/01/2020,Cadiz CF,Levante,2,2,4,Draw
LaLiga 2020/2021,19,20/01/2020,Valladolid,Elche,2,2,4,Draw
LaLiga 2020/2021,1,13/01/2020,Atl. Madrid,Sevilla,2,0,2,Home Win
LaLiga 2020/2021,4,13/01/2020,Granada CF,Osasuna,2,0,2,Home Win
LaLiga 2020/2021,18,12/01/2020,Huesca,Betis,0,2,2,Away Win
LaLiga 2020/2021,18,12/01/2020,Elche,Getafe,1,3,4,Away Win
LaLiga 2020/2021,18,11/01/2020,Valladolid,Valencia,0,1,1,Away Win
LaLiga 2020/2021,18,10/01/2020,Cadiz CF,Alaves,3,1,4,Home Win
LaLiga 2020/2021,18,10/01/2020,Levante,Eibar,2,1,3,Home Win
LaLiga 2020/2021,18,10/01/2020,Osasuna,Real Madrid,0,0,0,Draw
LaLiga 2020/2021,18,10/01/2020,Granada CF,Barcelona,0,4,4,Away Win
LaLiga 2020/2021,18,09/01/2020,Sevilla,Real Sociedad,3,2,5,Home Win
LaLiga 2020/2021,18,09/01/2020,Celta Vigo,Villarreal,0,4,4,Away Win
LaLiga 2020/2021,2,07/01/2020,Ath Bilbao,Barcelona,2,3,5,Away Win
LaLiga 2020/2021,17,05/01/2020,Valencia,Cadiz CF,1,1,2,Draw
LaLiga 2020/2021,17,04/01/2020,Huesca,Barcelona,0,1,1,Away Win
LaLiga 2020/2021,17,04/01/2020,Eibar,Granada CF,2,0,2,Home Win
LaLiga 2020/2021,17,04/01/2020,Real Sociedad,Osasuna,1,1,2,Draw
LaLiga 2020/2021,17,03/01/2020,Alaves,Atl. Madrid,1,2,3,Away Win
