Season,Round,Date,Home Team,Away Team,Home Score,Away Score,Total Goals,Result
LaLiga 2020/2021,17,03/01/2020,Ath Bilbao,Elche,1,0,1,Home Win
LaLiga 2020/2021,17,03/01/2020,Real Madrid,Celta Vigo,2,0,2,Home Win
LaLiga 2020/2021,17,03/01/2020,Getafe,Valladolid,0,1,1,Away Win
LaLiga 2020/2021,17,02/01/2020,Betis,Sevilla,1,1,2,Draw
LaLiga 2020/2021,17,02/01/2020,Villarreal,Levante,2,1,3,Home Win
LaLiga 2020/2021,16,31/12/2021,Osasuna,Alaves,1,1,2,Draw
LaLiga 2020/2021,16,31/12/2021,Ath Bilbao,Real Sociedad,0,1,1,Away Win
LaLiga 2020/2021,16,31/12/2021,Elche,Real Madrid,1,1,2,Draw
LaLiga 2020/2021,16,31/12/2021,Atl. Madrid,Getafe,1,0,1,Home Win
LaLiga 2020/2021,16,31/12/2021,Celta Vigo,Huesca,2,1,3,Home Win
LaLiga 2020/2021,16,31/12/2021,Granada CF,Valencia,2,1,3,Home Win
LaLiga 2020/2021,16,30/12/2021,Cadiz CF,Valladolid,0,0,0,Draw
LaLiga 2020/2021,16,30/12/2021,Levante,Betis,4,3,7,Home Win
LaLiga 2020/2021,16,30/12/2021,Barcelona,Eibar,1,1,2,Draw
LaLiga 2020/2021,16,30/12/2021,Sevilla,Villarreal,2,0,2,Home Win
LaLiga 2020/2021,15,24/12/2021,Alaves,Eibar,2,1,3,Home Win
LaLiga 2020/2021,15,24/12/2021,Betis,Cadiz CF,1,0,1,Home Win
LaLiga 2020/2021,15,24/12/2021,Real Madrid,Granada CF,2,0,2,Home Win
LaLiga 2020/2021,15,24/12/2021,Getafe,Celta Vigo,1,1,2,Draw
LaLiga 2020/2021,15,23/12/2021,Valladolid,Barcelona,0,3,3,Away Win
LaLiga 2020/2021,15,23/12/2021,Villarreal,Ath Bilbao,1,1,2,Draw
LaLiga 2020/2021,15,23/12/2021,Huesca,Levante,1,1,2,Draw
LaLiga 2020/2021,15,23/12/2021,Real Sociedad,Atl. Madrid,0,2,2,Away Win
LaLiga 2020/2021,15,23/12/2021,Elche,Osasuna,2,2,4,Draw
LaLiga 2020/2021,15,23/12/2021,Valencia,Sevilla,0,1,1,Away Win
LaLiga 2020/2021,14,21/12/2021,Eibar,Real Madrid,1,3,4,Away Win
LaLiga 2020/2021,14,21/12/2021,Cadiz CF,Getafe,0,2,2,Away Win
LaLiga 2020/2021,14,20/12/2021,Granada CF,Betis,2,0,2,Home Win
LaLiga 2020/2021,14,20/12/2021,Celta Vigo,Alaves,2,0,2,Home Win
LaLiga 2020/2021,14,20/12/2021,Sevilla,Valladolid,1,1,2,Draw
LaLiga 2020/2021,14,20/12/2021,Levante,Real Sociedad,2,1,3,Home Win
LaLiga 2020/2021,14,20/12/2021,Osasuna,Villarreal,1,3,4,Away Win
LaLiga 2020/2021,14,19/12/2021,Barcelona,Valencia,2,2,4,Draw
LaLiga 2020/2021,14,19/12/2021,Atl. Madrid,Elche,3,1,4,Home Win
LaLiga 2020/2021,14,19/12/2021,Ath Bilbao,Huesca,2,0,2,Home Win
LaLiga 2020/2021,19,17/12/2021,Barcelona,Real Sociedad,2,1,3,Home Win
LaLiga 2020/2021,19,16/12/2021,Real Madrid,Ath Bilbao,3,1,4,Home Win
LaLiga 2020/2021,13,15/12/2021,Celta Vigo,Cadiz CF,4,0,4,Home Win
LaLiga 2020/2021,13,14/12/2021,Barcelona,Levante,1,0,1,Home Win
LaLiga 2020/2021,13,14/12/2021,Elche,Granada CF,0,1,1,Away Win
LaLiga 2020/2021,13,13/12/2021,Betis,Villarreal,1,1,2,Draw
LaLiga 2020/2021,13,13/12/2021,Real Sociedad,Eibar,1,1,2,Draw
LaLiga 2020/2021,13,13/12/2021,Real Madrid,Atl. Madrid,2,0,2,Home Win
LaLiga 2020/2021,13,13/12/2021,Huesca,Alaves,1,0,1,Home Win
LaLiga 2020/2021,13,12/12/2021,Getafe,Sevilla,0,1,1,Away Win
LaLiga 2020/2021,13,12/12/2021,Valencia,Ath Bilbao,2,2,4,Draw
LaLiga 2020/2021,13,12/12/2021,Valladolid,Osasuna,3,2,5,Home Win
LaLiga 2020/2021,12,08/12/2021,Eibar,Valencia,0,0,0,Draw
LaLiga 2020/2021,12,07/12/2021,Alaves,Real Sociedad,0,0,0,Draw
LaLiga 2020/2021,12,07/12/2021,Villarreal,Elche,0,0,0,Draw
LaLiga 2020/2021,12,06/12/2021,Osasuna,Betis,0,2,2,Away Win
LaLiga 2020/2021,12,06/12/2021,Granada CF,Huesca,3,3,6,Draw
LaLiga 2020/2021,12,06/12/2021,Cadiz CF,Barcelona,2,1,3,Home Win
LaLiga 2020/2021,12,06/12/2021,Atl. Madrid,Valladolid,2,0,2,Home Win
LaLiga 2020/2021,12,05/12/2021,Sevilla,Real Madrid,0,1,1,Away Win
LaLiga 2020/2021,12,05/12/2021,Levante,Getafe,3,0,3,Home Win
LaLiga 2020/2021,12,05/12/2021,Ath Bilbao,Celta Vigo,0,2,2,Away Win
LaLiga 2020/2021,11,01/12/2021,Betis,Eibar,0,2,2,Away Win
LaLiga 2020/2021,11,30/11/2021,Real Sociedad,Villarreal,1,1,2,Draw
LaLiga 2020/2021,11,30/11/2021,Celta Vigo,Granada CF,3,1,4,Home Win
LaLiga 2020/2021,11,29/11/2021,Getafe,Ath Bilbao,1,1,2,Draw
LaLiga 2020/2021,11,29/11/2021,Barcelona,Osasuna,4,0,4,Home Win
LaLiga 2020/2021,11,29/11/2021,Real Madrid,Alaves,1,2,3,Away Win
LaLiga 2020/2021,11,29/11/2021,Huesca,Sevilla,0,1,1,Away Win
LaLiga 2020/2021,11,28/11/2021,Valencia,Atl. Madrid,0,1,1,Away Win
LaLiga 2020/2021,11,28/11/2021,Elche,Cadiz CF,1,1,2,Draw
LaLiga 2020/2021,11,28/11/2021,Valladolid,Levante,1,1,2,Draw
LaLiga 2020/2021,10,24/11/2021,Ath Bilbao,Betis,4,0,4,Home Win
LaLiga 2020/2021,10,23/11/2021,Alaves,Valencia,2,2,4,Draw
LaLiga 2020/2021,10,23/11/2021,Granada CF,Valladolid,1,3,4,Away Win
LaLiga 2020/2021,10,22/11/2021,Cadiz CF,Real Sociedad,0,1,1,Away Win
LaLiga 2020/2021,10,22/11/2021,Eibar,Getafe,0,0,0,Draw
LaLiga 2020/2021,10,22/11/2021,Atl. Madrid,Barcelona,1,0,1,Home Win
LaLiga 2020/2021,10,22/11/2021,Sevilla,Celta Vigo,4,2,6,Home Win
LaLiga 2020/2021,10,21/11/2021,Villarreal,Real Madrid,1,1,2,Draw
LaLiga 2020/2021,10,21/11/2021,Levante,Elche,1,1,2,Draw
LaLiga 2020/2021,10,21/11/2021,Osasuna,Huesca,1,1,2,Draw
LaLiga 2020/2021,9,09/11/2021,Valencia,Real Madrid,4,1,5,Home Win
LaLiga 2020/2021,9,09/11/2021,Levante,Alaves,1,1,2,Draw
LaLiga 2020/2021,9,09/11/2021,Valladolid,Ath Bilbao,2,1,3,Home Win
LaLiga 2020/2021,9,08/11/2021,Real Sociedad,Granada CF,2,0,2,Home Win
LaLiga 2020/2021,9,08/11/2021,Getafe,Villarreal,1,3,4,Away Win
LaLiga 2020/2021,9,08/11/2021,Atl. Madrid,Cadiz CF,4,0,4,Home Win
LaLiga 2020/2021,9,08/11/2021,Sevilla,Osasuna,1,0,1,Home Win
LaLiga 2020/2021,9,07/11/2021,Barcelona,Betis,5,2,7,Home Win
LaLiga 2020/2021,9,07/11/2021,Huesca,Eibar,1,1,2,Draw
LaLiga 2020/2021,9,07/11/2021,Elche,Celta Vigo,1,1,2,Draw
LaLiga 2020/2021,8,03/11/2021,Villarreal,Valladolid,2,0,2,Home Win
LaLiga 2020/2021,8,02/11/2021,Valencia,Getafe,2,2,4,Draw
LaLiga 2020/2021,8,02/11/2021,Granada CF,Levante,1,1,2,Draw
LaLiga 2020/2021,8,01/11/2021,Celta Vigo,Real Sociedad,1,4,5,Away Win
LaLiga 2020/2021,8,01/11/2021,Betis,Elche,3,1,4,Home Win
LaLiga 2020/2021,8,01/11/2021,Alaves,Barcelona,1,1,2,Draw
LaLiga 2020/2021,8,01/11/2021,Osasuna,Atl. Madrid,1,3,4,Away Win
LaLiga 2020/2021,8,31/10/2021,Ath Bilbao,Sevilla,2,1,3,Home Win
LaLiga 2020/2021,8,31/10/2021,Real Madrid,Huesca,4,1,5,Home Win
LaLiga 2020/2021,8,31/10/2021,Eibar,Cadiz CF,0,2,2,Away Win
LaLiga 2020/2021,7,27/10/2021,Levante,Celta Vigo,1,1,2,Draw
LaLiga 2020/2021,7,26/10/2021,Real Sociedad,Huesca,4,1,5,Home Win
LaLiga 2020/2021,7,26/10/2021,Getafe,Granada CF,0,1,1,Away Win
LaLiga 2020/2021,7,25/10/2021,Cadiz CF,Villarreal,0,0,0,Draw
LaLiga 2020/2021,7,25/10/2021,Valladolid,Alaves,0,2,2,Away Win
LaLiga 2020/2021,7,25/10/2021,Atl. Madrid,Betis,2,0,2,Home Win
LaLiga 2020/2021,7,25/10/2021,Osasuna,Ath Bilbao,1,0,1,Home Win
LaLiga 2020/2021,7,25/10/2021,Sevilla,Eibar,0,1,1,Away Win
LaLiga 2020/2021,7,24/10/2021,Barcelona,Real Madrid,1,3,4,Away Win
LaLiga 2020/2021,7,24/10/2021,Elche,Valencia,2,1,3,Home Win
LaLiga 2020/2021,6,19/10/2021,Betis,Real Sociedad,0,3,3,Away Win
LaLiga 2020/2021,6,19/10/2021,Alaves,Elche,0,2,2,Away Win
LaLiga 2020/2021,6,19/10/2021,Huesca,Valladolid,2,2,4,Draw
LaLiga 2020/2021,6,18/10/2021,Villarreal,Valencia,2,1,3,Home Win
LaLiga 2020/2021,6,18/10/2021,Ath Bilbao,Levante,2,0,2,Home Win
LaLiga 2020/2021,6,18/10/2021,Eibar,Osasuna,0,0,0,Draw
LaLiga 2020/2021,6,18/10/2021,Getafe,Barcelona,1,0,1,Home Win
LaLiga 2020/2021,6,18/10/2021,Real Madrid,Cadiz CF,0,1,1,Away Win
LaLiga 2020/2021,6,17/10/2021,Celta Vigo,Atl. Madrid,0,2,2,Away Win
LaLiga 2020/2021,6,17/10/2021,Granada CF,Sevilla,1,0,1,Home Win
LaLiga 2020/2021,5,05/10/2021,Barcelona,Sevilla,1,1,2,Draw
LaLiga 2020/2021,5,05/10/2021,Cadiz CF,Granada CF,1,1,2,Draw
LaLiga 2020/2021,5,04/10/2021,Levante,Real Madrid,0,2,2,Away Win
LaLiga 2020/2021,5,04/10/2021,Alaves,Ath Bilbao,1,0,1,Home Win
LaLiga 2020/2021,5,04/10/2021,Osasuna,Celta Vigo,2,0,2,Home Win
LaLiga 2020/2021,5,04/10/2021,Valencia,Betis,0,2,2,Away Win
LaLiga 2020/2021,5,04/10/2021,Elche,Huesca,0,0,0,Draw
LaLiga 2020/2021,5,04/10/2021,Real Sociedad,Getafe,3,0,3,Home Win
LaLiga 2020/2021,5,03/10/2021,Atl. Madrid,Villarreal,0,0,0,Draw
LaLiga 2020/2021,5,03/10/2021,Valladolid,Eibar,1,2,3,Away Win
LaLiga 2020/2021,4,02/10/2021,Celta Vigo,Barcelona,0,3,3,Away Win
LaLiga 2020/2021,4,02/10/2021,Ath Bilbao,Cadiz CF,0,1,1,Away Win
LaLiga 2020/2021,4,02/10/2021,Sevilla,Levante,1,0,1,Home Win
LaLiga 2020/2021,4,01/10/2021,Eibar,Elche,0,1,1,Away Win
LaLiga 2020/2021,4,01/10/2021,Real Madrid,Valladolid,1,0,1,Home Win
LaLiga 2020/2021,4,01/10/2021,Huesca,Atl. Madrid,0,0,0,Draw
LaLiga 2020/2021,4,01/10/2021,Villarreal,Alaves,3,1,4,Home Win
LaLiga 2020/2021,4,30/09/2021,Getafe,Betis,3,0,3,Home Win
LaLiga 2020/2021,4,30/09/2021,Real Sociedad,Valencia,0,1,1,Away Win
LaLiga 2020/2021,3,28/09/2021,Barcelona,Villarreal,4,0,4,Home Win
LaLiga 2020/2021,3,28/09/2021,Cadiz CF,Sevilla,1,3,4,Away Win
LaLiga 2020/2021,3,28/09/2021,Valladolid,Celta Vigo,1,1,2,Draw
LaLiga 2020/2021,3,27/09/2021,Atl. Madrid,Granada CF,6,1,7,Home Win
LaLiga 2020/2021,3,27/09/2021,Eibar,Ath Bilbao,1,2,3,Away Win
LaLiga 2020/2021,3,27/09/2021,Osasuna,Levante,1,3,4,Away Win
LaLiga 2020/2021,3,27/09/2021,Betis,Real Madrid,2,3,5,Away Win
LaLiga 2020/2021,3,27/09/2021,Elche,Real Sociedad,0,3,3,Away Win
LaLiga 2020/2021,3,26/09/2021,Valencia,Huesca,1,1,2,Draw
LaLiga 2020/2021,3,26/09/2021,Alaves,Getafe,0,0,0,Draw
LaLiga 2020/2021,2,21/09/2021,Real Sociedad,Real Madrid,0,0,0,Draw
LaLiga 2020/2021,2,21/09/2021,Betis,Valladolid,2,0,2,Home Win
LaLiga 2020/2021,2,21/09/2021,Granada CF,Alaves,2,1,3,Home Win
LaLiga 2020/2021,2,20/09/2021,Huesca,Cadiz CF,0,2,2,Away Win
LaLiga 2020/2021,2,20/09/2021,Celta Vigo,Valencia,2,1,3,Home Win
LaLiga 2020/2021,2,20/09/2021,Getafe,Osasuna,1,0,1,Home Win
LaLiga 2020/2021,2,19/09/2021,Villarreal,Eibar,2,1,3,Home Win
LaLiga 2020/2021,1,14/09/2021,Valencia,Levante,4,2,6,Home Win
LaLiga 2020/2021,1,14/09/2021,Villarreal,Huesca,1,1,2,Draw
LaLiga 2020/2021,1,13/09/2021,Valladolid,Real Sociedad,1,1,2,Draw
LaLiga 2020/2021,1,13/09/2021,Alaves,Betis,0,1,1,Away Win
LaLiga 2020/2021,1,13/09/2021,Cadiz CF,Osasuna,0,2,2,Away Win
LaLiga 2020/2021,1,13/09/2021,Granada CF,Ath Bilbao,2,0,2,Home Win
LaLiga 2020/2021,1,12/09/2021,Eibar,Celta Vigo,0,0,0,Draw
LaLiga 2019/2020,38,20/07/2020,Atl. Madrid,Real Sociedad,1,1,2,Draw
LaLiga 2019/2020,38,20/07/2020,Espanyol,Celta Vigo,0,0,0,Draw
LaLiga 2019/2020,38,20/07/2020,Granada CF,Ath Bilbao,4,0,4,Home Win
LaLiga 2019/2020,38,20/07/2020,Leganes,Real Madrid,2,2,4,Draw
LaLiga 2019/2020,38,20/07/2020,Levante,Getafe,1,0,1,Home Win
LaLiga 2019/2020,38,20/07/2020,Osasuna,Mallorca,2,2,4,Draw
LaLiga 2019/2020,38,20/07/2020,Sevilla,Valencia,1,0,1,Home Win
LaLiga 2019/2020,38,20/07/2020,Valladolid,Betis,2,0,2,Home Win
LaLiga 2019/2020,38,20/07/2020,Villarreal,Eibar,4,0,4,Home Win
LaLiga 2019/2020,38,19/07/2020,Alaves,Barcelona,0,5,5,Away Win
LaLiga 2019/2020,37,17/07/2020,Ath Bilbao,Leganes,0,2,2,Away Win
LaLiga 2019/2020,37,17/07/2020,Barcelona,Osasuna,1,2,3,Away Win
LaLiga 2019/2020,37,17/07/2020,Betis,Alaves,1,2,3,Away Win
LaLiga 2019/2020,37,17/07/2020,Celta Vigo,Levante,2,3,5,Away Win
LaLiga 2019/2020,37,17/07/2020,Getafe,Atl. Madrid,0,2,2,Away Win
LaLiga 2019/2020,37,17/07/2020,Mallorca,Granada CF,1,2,3,Away Win
LaLiga 2019/2020,37,17/07/2020,Real Madrid,Villarreal,2,1,3,Home Win
LaLiga 2019/2020,37,17/07/2020,Real Sociedad,Sevilla,0,0,0,Draw
LaLiga 2019/2020,37,17/07/2020,Valencia,Espanyol,1,0,1,Home Win
LaLiga 2019/2020,37,17/07/2020,Eibar,Valladolid,3,1,4,Home Win
LaLiga 2019/2020,36,14/07/2020,Granada CF,Real Madrid,1,2,3,Away Win
LaLiga 2019/2020,36,14/07/2020,Alaves,Getafe,0,0,0,Draw
LaLiga 2019/2020,36,14/07/2020,Villarreal,Real Sociedad,1,2,3,Away Win
LaLiga 2019/2020,36,13/07/2020,Sevilla,Mallorca,2,0,2,Home Win
LaLiga 2019/2020,36,13/07/2020,Leganes,Valencia,1,0,1,Home Win
LaLiga 2019/2020,36,12/07/2020,Levante,Ath Bilbao,1,2,3,Away Win
LaLiga 2019/2020,36,12/07/2020,Espanyol,Eibar,0,2,2,Away Win
LaLiga 2019/2020,36,12/07/2020,Atl. Madrid,Betis,1,0,1,Home Win
LaLiga 2019/2020,36,12/07/2020,Valladolid,Barcelona,0,1,1,Away Win
LaLiga 2019/2020,36,11/07/2020,Osasuna,Celta Vigo,2,1,3,Home Win
LaLiga 2019/2020,35,11/07/2020,Real Madrid,Alaves,2,0,2,Home Win
LaLiga 2019/2020,35,11/07/2020,Real Sociedad,Granada CF,2,3,5,Away Win
LaLiga 2019/2020,35,10/07/2020,Ath Bilbao,Sevilla,1,2,3,Away Win
LaLiga 2019/2020,35,10/07/2020,Eibar,Leganes,0,0,0,Draw
LaLiga 2019/2020,35,10/07/2020,Mallorca,Levante,2,0,2,Home Win
LaLiga 2019/2020,35,09/07/2020,Barcelona,Espanyol,1,0,1,Home Win
LaLiga 2019/2020,35,09/07/2020,Betis,Osasuna,3,0,3,Home Win
LaLiga 2019/2020,35,09/07/2020,Getafe,Villarreal,1,3,4,Away Win
LaLiga 2019/2020,35,08/07/2020,Celta Vigo,Atl. Madrid,1,1,2,Draw
LaLiga 2019/2020,35,08/07/2020,Valencia,Valladolid,2,1,3,Home Win
LaLiga 2019/2020,34,07/07/2020,Sevilla,Eibar,1,0,1,Home Win
LaLiga 2019/2020,34,07/07/2020,Levante,Real Sociedad,1,1,2,Draw
LaLiga 2019/2020,34,06/07/2020,Villarreal,Barcelona,1,4,5,Away Win
LaLiga 2019/2020,34,06/07/2020,Osasuna,Getafe,0,0,0,Draw
LaLiga 2019/2020,34,05/07/2020,Espanyol,Leganes,0,1,1,Away Win
LaLiga 2019/2020,34,05/07/2020,Ath Bilbao,Real Madrid,0,1,1,Away Win
LaLiga 2019/2020,34,05/07/2020,Granada CF,Valencia,2,2,4,Draw
LaLiga 2019/2020,34,05/07/2020,Valladolid,Alaves,1,0,1,Home Win
LaLiga 2019/2020,34,04/07/2020,Celta Vigo,Betis,1,1,2,Draw
LaLiga 2019/2020,34,04/07/2020,Atl. Madrid,Mallorca,3,0,3,Home Win
LaLiga 2019/2020,33,03/07/2020,Real Madrid,Getafe,1,0,1,Home Win
LaLiga 2019/2020,33,03/07/2020,Eibar,Osasuna,0,2,2,Away Win
LaLiga 2019/2020,33,03/07/2020,Real Sociedad,Espanyol,2,1,3,Home Win
LaLiga 2019/2020,33,02/07/2020,Betis,Villarreal,0,2,2,Away Win
LaLiga 2019/2020,33,02/07/2020,Valladolid,Levante,0,0,0,Draw
LaLiga 2019/2020,33,02/07/2020,Alaves,Granada CF,0,2,2,Away Win
LaLiga 2019/2020,33,02/07/2020,Valencia,Ath Bilbao,0,2,2,Away Win
LaLiga 2019/2020,33,01/07/2020,Barcelona,Atl. Madrid,2,2,4,Draw
LaLiga 2019/2020,33,01/07/2020,Leganes,Sevilla,0,3,3,Away Win
LaLiga 2019/2020,33,01/07/2020,Mallorca,Celta Vigo,5,1,6,Home Win
LaLiga 2019/2020,32,30/06/2019,Getafe,Real Sociedad,2,1,3,Home Win
LaLiga 2019/2020,32,29/06/2019,Espanyol,Real Madrid,0,1,1,Away Win
LaLiga 2019/2020,32,29/06/2019,Granada CF,Eibar,1,2,3,Away Win
LaLiga 2019/2020,32,28/06/2019,Villarreal,Valencia,2,0,2,Home Win
LaLiga 2019/2020,32,28/06/2019,Levante,Betis,4,2,6,Home Win
LaLiga 2019/2020,32,28/06/2019,Atl. Madrid,Alaves,2,1,3,Home Win
LaLiga 2019/2020,32,28/06/2019,Osasuna,Leganes,2,1,3,Home Win
LaLiga 2019/2020,32,27/06/2019,Celta Vigo,Barcelona,2,2,4,Draw
LaLiga 2019/2020,32,27/06/2019,Ath Bilbao,Mallorca,3,1,4,Home Win
LaLiga 2019/2020,32,27/06/2019,Sevilla,Valladolid,1,1,2,Draw
LaLiga 2019/2020,31,26/06/2019,Betis,Espanyol,1,0,1,Home Win
LaLiga 2019/2020,31,26/06/2019,Eibar,Valencia,1,0,1,Home Win
LaLiga 2019/2020,31,25/06/2019,Real Madrid,Mallorca,2,0,2,Home Win
LaLiga 2019/2020,31,25/06/2019,Alaves,Osasuna,0,1,1,Away Win
LaLiga 2019/2020,31,25/06/2019,Real Sociedad,Celta Vigo,0,1,1,Away Win
LaLiga 2019/2020,31,24/06/2019,Barcelona,Ath Bilbao,1,0,1,Home Win
LaLiga 2019/2020,31,24/06/2019,Levante,Atl. Madrid,0,1,1,Away Win
LaLiga 2019/2020,31,24/06/2019,Valladolid,Getafe,1,1,2,Draw
LaLiga 2019/2020,31,23/06/2019,Leganes,Granada CF,0,0,0,Draw
LaLiga 2019/2020,31,23/06/2019,Villarreal,Sevilla,2,2,4,Draw
LaLiga 2019/2020,30,22/06/2019,Real Sociedad,Real Madrid,1,2,3,Away Win
LaLiga 2019/2020,30,22/06/2019,Valencia,Osasuna,2,0,2,Home Win
LaLiga 2019/2020,30,21/06/2019,Celta Vigo,Alaves,6,0,6,Home Win
LaLiga 2019/2020,30,21/06/2019,Atl. Madrid,Valladolid,1,0,1,Home Win
LaLiga 2019/2020,30,21/06/2019,Getafe,Eibar,1,1,2,Draw
LaLiga 2019/2020,30,20/06/2019,Ath Bilbao,Betis,1,0,1,Home Win
LaLiga 2019/2020,30,20/06/2019,Espanyol,Levante,1,3,4,Away Win
LaLiga 2019/2020,30,20/06/2019,Sevilla,Barcelona,0,0,0,Draw
LaLiga 2019/2020,30,20/06/2019,Granada CF,Villarreal,0,1,1,Away Win
LaLiga 2019/2020,30,20/06/2019,Mallorca,Leganes,1,1,2,Draw
LaLiga 2019/2020,29,19/06/2019,Real Madrid,Valencia,3,0,3,Home Win
LaLiga 2019/2020,29,19/06/2019,Alaves,Real Sociedad,2,0,2,Home Win
LaLiga 2019/2020,29,18/06/2019,Osasuna,Atl. Madrid,0,5,5,Away Win
LaLiga 2019/2020,29,18/06/2019,Eibar,Ath Bilbao,2,2,4,Draw
LaLiga 2019/2020,29,18/06/2019,Valladolid,Celta Vigo,0,0,0,Draw
LaLiga 2019/2020,29,17/06/2019,Barcelona,Leganes,2,0,2,Home Win
LaLiga 2019/2020,29,17/06/2019,Getafe,Espanyol,0,0,0,Draw
LaLiga 2019/2020,29,17/06/2019,Villarreal,Mallorca,1,0,1,Home Win
LaLiga 2019/2020,29,16/06/2019,Betis,Granada CF,2,2,4,Draw
LaLiga 2019/2020,29,16/06/2019,Levante,Sevilla,1,1,2,Draw
LaLiga 2019/2020,28,15/06/2019,Real Sociedad,Osasuna,1,1,2,Draw
LaLiga 2019/2020,28,15/06/2019,Real Madrid,Eibar,3,1,4,Home Win
LaLiga 2019/2020,28,14/06/2019,Ath Bilbao,Atl. Madrid,1,1,2,Draw
LaLiga 2019/2020,28,14/06/2019,Mallorca,Barcelona,0,4,4,Away Win
LaLiga 2019/2020,28,14/06/2019,Leganes,Valladolid,1,2,3,Away Win
LaLiga 2019/2020,28,13/06/2019,Celta Vigo,Villarreal,0,1,1,Away Win
LaLiga 2019/2020,28,13/06/2019,Espanyol,Alaves,2,0,2,Home Win
LaLiga 2019/2020,28,13/06/2019,Valencia,Levante,1,1,2,Draw
LaLiga 2019/2020,28,13/06/2019,Granada CF,Getafe,2,1,3,Home Win
LaLiga 2019/2020,28,12/06/2019,Sevilla,Betis,2,0,2,Home Win
LaLiga 2019/2020,24,11/03/2019,Eibar,Real Sociedad,1,2,3,Away Win
LaLiga 2019/2020,27,09/03/2019,Betis,Real Madrid,2,1,3,Home Win
LaLiga 2019/2020,27,09/03/2019,Villarreal,Leganes,1,2,3,Away Win
LaLiga 2019/2020,27,08/03/2019,Levante,Granada CF,1,1,2,Draw
LaLiga 2019/2020,27,08/03/2019,Valladolid,Ath Bilbao,1,4,5,Away Win
LaLiga 2019/2020,27,08/03/2019,Osasuna,Espanyol,1,0,1,Home Win
LaLiga 2019/2020,27,08/03/2019,Getafe,Celta Vigo,0,0,0,Draw
LaLiga 2019/2020,27,08/03/2019,Barcelona,Real Sociedad,1,0,1,Home Win
LaLiga 2019/2020,27,07/03/2019,Atl. Madrid,Sevilla,2,2,4,Draw
LaLiga 2019/2020,27,07/03/2019,Eibar,Mallorca,1,2,3,Away Win
LaLiga 2019/2020,27,07/03/2019,Alaves,Valencia,1,1,2,Draw
LaLiga 2019/2020,26,02/03/2019,Real Madrid,Barcelona,2,0,2,Home Win
LaLiga 2019/2020,26,02/03/2019,Mallorca,Getafe,0,1,1,Away Win
LaLiga 2019/2020,26,01/03/2019,Espanyol,Atl. Madrid,1,1,2,Draw
LaLiga 2019/2020,26,01/03/2019,Ath Bilbao,Villarreal,1,0,1,Home Win
LaLiga 2019/2020,26,01/03/2019,Sevilla,Osasuna,3,2,5,Home Win
LaLiga 2019/2020,26,01/03/2019,Granada CF,Celta Vigo,0,0,0,Draw
LaLiga 2019/2020,26,01/03/2019,Leganes,Alaves,1,1,2,Draw
LaLiga 2019/2020,26,29/02/2019,Valencia,Betis,2,1,3,Home Win
LaLiga 2019/2020,26,29/02/2019,Eibar,Levante,3,0,3,Home Win
LaLiga 2019/2020,26,29/02/2019,Real Sociedad,Valladolid,1,0,1,Home Win
LaLiga 2019/2020,25,24/02/2019,Atl. Madrid,Villarreal,3,1,4,Home Win
LaLiga 2019/2020,25,24/02/2019,Getafe,Sevilla,0,3,3,Away Win
LaLiga 2019/2020,25,23/02/2019,Valladolid,Espanyol,2,1,3,Home Win
LaLiga 2019/2020,25,23/02/2019,Alaves,Ath Bilbao,2,1,3,Home Win
LaLiga 2019/2020,25,23/02/2019,Osasuna,Granada CF,0,3,3,Away Win
LaLiga 2019/2020,25,23/02/2019,Levante,Real Madrid,1,0,1,Home Win
LaLiga 2019/2020,25,23/02/2019,Real Sociedad,Valencia,3,0,3,Home Win
LaLiga 2019/2020,25,22/02/2019,Barcelona,Eibar,5,0,5,Home Win
LaLiga 2019/2020,25,22/02/2019,Celta Vigo,Leganes,1,0,1,Home Win
LaLiga 2019/2020,25,22/02/2019,Betis,Mallorca,3,3,6,Draw
LaLiga 2019/2020,24,17/02/2019,Real Madrid,Celta Vigo,2,2,4,Draw
LaLiga 2019/2020,24,17/02/2019,Ath Bilbao,Osasuna,0,1,1,Away Win
LaLiga 2019/2020,24,16/02/2019,Leganes,Betis,0,0,0,Draw
LaLiga 2019/2020,24,16/02/2019,Sevilla,Espanyol,2,2,4,Draw
LaLiga 2019/2020,24,16/02/2019,Granada CF,Valladolid,2,1,3,Home Win
LaLiga 2019/2020,24,16/02/2019,Villarreal,Levante,2,1,3,Home Win
LaLiga 2019/2020,24,15/02/2019,Barcelona,Getafe,2,1,3,Home Win
LaLiga 2019/2020,24,15/02/2019,Mallorca,Alaves,1,0,1,Home Win
LaLiga 2019/2020,24,15/02/2019,Valencia,Atl. Madrid,2,2,4,Draw
LaLiga 2019/2020,23,10/02/2019,Betis,Barcelona,2,3,5,Away Win
LaLiga 2019/2020,23,10/02/2019,Celta Vigo,Sevilla,2,1,3,Home Win
LaLiga 2019/2020,23,09/02/2019,Osasuna,Real Madrid,1,4,5,Away Win
LaLiga 2019/2020,23,09/02/2019,Real Sociedad,Ath Bilbao,2,1,3,Home Win
LaLiga 2019/2020,23,09/02/2019,Espanyol,Mallorca,1,0,1,Home Win
LaLiga 2019/2020,23,09/02/2019,Atl. Madrid,Granada CF,1,0,1,Home Win
LaLiga 2019/2020,23,09/02/2019,Valladolid,Villarreal,1,1,2,Draw
